matchNumber,teamNumber,startPosition,autoFuel,autoFuel_timestamps,autoFeed,autoAccuracy,autoClimbLevel,autoClimbPos,crossBumpAuto,crossTrenchAuto,autoOofTime,teleFuel,teleFuel_timestamps,teleFeed,teleAccuracy,crossBumpTele,crossTrenchTele,teleOofTime,attackingTime,defendedTime,scoringLocations,feedingLocations,teleClimb,climbTime,drivetrainSpeed,driverSkill,freeClimbPenalty,matchNotes,contributedPoints
111,2056,Right,5,"[1.0, 1.1, 1.3, 3.2, 4.1]",0,78,,,FALSE,TRUE,0,9,"[27.3, 59.1, 61.4, 72.5, 82.3, 83.0, 87.5, 93.0, 100.3]",0,95,TRUE,TRUE,10,14,29,Hub,Trench,Level 3,8,Medium,Excellent,FALSE,Got defended heavily,44
111,2056,Right,2,"[3.2, 3.5]",0,79,,,TRUE,FALSE,0,10,"[16.3, 30.2, 52.6, 63.5, 74.5, 79.5, 87.7, 88.4, 101.4, 104.4]",0,84,FALSE,FALSE,0,1,8,Hub,Trench,Level 3,4,Fast,Good,FALSE,Got defended heavily,35
111,4414,Left,2,"[2.3, 4.7]",0,77,,,FALSE,FALSE,0,11,"[12.2, 15.6, 19.9, 41.9, 45.2, 53.4, 62.0, 64.7, 95.2, 112.8, 114.2]",0,93,FALSE,FALSE,9,3,12,Hub,Trench,Level 3,11,Medium,Excellent,FALSE,Got defended heavily,32
111,971,Left,4,"[2.4, 2.6, 2.7, 3.8]",0,95,,,TRUE,FALSE,0,11,"[15.7, 25.2, 31.0, 41.0, 41.4, 50.6, 80.4, 95.5, 111.1, 117.2, 118.0]",0,88,FALSE,FALSE,8,5,18,Hub,Mid,Level 3,11,Medium,Excellent,FALSE,Smooth cycles,43
111,3476,Mid,6,"[1.0, 1.5, 1.8, 2.2, 2.3, 3.2]",0,99,,,FALSE,TRUE,0,13,"[22.8, 28.4, 36.0, 50.5, 61.6, 62.3, 75.7, 79.0, 85.8, 86.4, 89.1, 104.5, 114.8]",0,84,FALSE,FALSE,3,3,2,Hub,Trench,Level 3,9,Medium,Excellent,FALSE,Slow aim but accurate,39
111,254,Right,3,"[2.2, 4.3, 4.8]",0,81,,,TRUE,FALSE,0,8,"[16.5, 23.3, 32.6, 36.4, 41.8, 52.5, 70.8, 74.5]",0,93,FALSE,TRUE,8,19,3,Hub,Trench,Level 3,12,Medium,Good,FALSE,Excellent pathing,41
112,1114,Left,6,"[1.9, 3.4, 4.1, 4.1, 4.6, 4.9]",0,83,,,TRUE,TRUE,0,11,"[21.7, 46.9, 48.9, 50.0, 64.2, 67.6, 67.6, 72.4, 79.9, 93.0, 95.5]",0,79,FALSE,FALSE,6,10,26,Hub,Mid,None,0,Medium,Excellent,FALSE,Got defended heavily,47
112,118,Right,3,"[2.1, 2.2, 3.8]",0,83,,,FALSE,FALSE,0,13,"[24.5, 26.7, 30.0, 30.5, 47.9, 64.8, 73.1, 75.5, 77.9, 85.3, 86.8, 94.8, 95.3]",0,94,TRUE,FALSE,10,19,20,Hub,Trench,Level 2,8,Medium,Good,FALSE,Got defended heavily,43
112,1619,Mid,3,"[2.1, 3.0, 4.8]",0,81,,,FALSE,FALSE,0,12,"[13.0, 26.6, 28.4, 39.0, 56.7, 57.9, 65.1, 99.8, 100.7, 100.8, 104.6, 119.1]",0,94,TRUE,FALSE,2,2,18,Hub,Trench,Level 2,11,Medium,Excellent,FALSE,Got defended heavily,36
112,604,Left,5,"[2.7, 2.9, 3.5, 3.6, 4.8]",0,88,,,FALSE,FALSE,0,16,"[10.6, 18.5, 22.3, 32.6, 57.9, 58.5, 64.3, 75.3, 78.9, 90.2, 96.0, 97.2, 98.5, 105.2, 105.3, 119.8]",0,71,TRUE,TRUE,10,13,21,Hub,Mid,None,0,Medium,Good,FALSE,Smooth cycles,46
112,1678,Mid,3,"[1.1, 1.3, 1.3]",0,80,,,TRUE,TRUE,0,9,"[23.7, 49.6, 70.0, 89.0, 95.9, 97.0, 98.1, 114.9, 115.9]",0,80,TRUE,FALSE,0,4,21,Hub,Mid,Level 3,12,Medium,Excellent,FALSE,Smooth cycles,44
112,254,Left,6,"[1.2, 1.4, 2.2, 2.6, 4.0, 4.6]",0,85,,,TRUE,TRUE,0,11,"[17.1, 18.8, 19.7, 31.0, 55.9, 57.6, 67.7, 74.1, 111.6, 113.3, 114.2]",0,80,TRUE,TRUE,9,6,20,Hub,Trench,Level 3,4,Fast,Good,FALSE,Got defended heavily,27
113,2056,Mid,6,"[1.6, 2.0, 2.8, 3.0, 3.7, 4.4]",0,82,,,FALSE,TRUE,0,17,"[33.6, 35.1, 35.8, 36.6, 41.9, 44.2, 44.6, 47.9, 59.4, 62.9, 75.8, 79.8, 97.1, 108.0, 110.6, 117.0, 119.0]",0,87,FALSE,TRUE,9,20,21,Hub,Mid,Level 2,9,Fast,Good,FALSE,Fast climb,29
113,3476,Left,6,"[1.4, 1.5, 1.5, 1.9, 2.1, 3.1]",0,99,,,TRUE,FALSE,0,9,"[12.5, 28.4, 35.3, 50.8, 58.5, 79.9, 95.6, 114.9, 116.4]",0,86,FALSE,FALSE,2,8,17,Hub,Mid,Level 2,4,Fast,Good,FALSE,Great defense evasion,43
113,3476,Mid,4,"[2.1, 2.5, 3.9, 4.0]",0,77,,,FALSE,FALSE,0,12,"[15.4, 51.3, 55.2, 67.3, 80.0, 82.0, 89.4, 94.5, 96.7, 98.6, 110.0, 115.1]",0,74,TRUE,FALSE,7,18,2,Hub,Trench,Level 3,12,Fast,Good,FALSE,Great defense evasion,30
113,2056,Right,4,"[1.1, 2.2, 3.5, 5.0]",0,78,,,FALSE,TRUE,0,10,"[14.2, 16.4, 19.2, 26.7, 39.7, 40.6, 83.8, 86.9, 98.3, 119.6]",0,90,FALSE,FALSE,9,19,27,Hub,Trench,Level 3,5,Medium,Good,FALSE,Great defense evasion,49
113,254,Mid,2,"[1.8, 2.4]",0,79,,,TRUE,TRUE,0,9,"[19.6, 32.2, 33.9, 34.4, 46.6, 73.1, 82.9, 85.9, 110.3]",0,95,TRUE,TRUE,10,16,16,Hub,Mid,Level 3,5,Fast,Excellent,FALSE,Missed a few shots,49
113,1323,Mid,2,"[2.8, 2.8]",0,87,,,FALSE,FALSE,0,16,"[11.3, 38.1, 39.3, 42.4, 51.2, 51.2, 69.0, 70.9, 74.0, 85.5, 86.0, 89.0, 96.4, 105.9, 108.1, 113.9]",0,83,TRUE,FALSE,9,8,24,Hub,Trench,Level 3,5,Fast,Excellent,FALSE,Slow aim but accurate,39
114,3476,Left,6,"[1.6, 2.8, 2.9, 3.5, 4.0, 5.0]",0,96,,,TRUE,FALSE,0,8,"[26.9, 31.1, 38.9, 43.8, 44.2, 55.2, 63.2, 72.9]",0,78,FALSE,TRUE,9,10,17,Hub,Mid,Level 3,8,Medium,Good,FALSE,Great shooting,48
114,1619,Mid,5,"[1.2, 1.8, 1.9, 3.0, 3.8]",0,87,,,TRUE,FALSE,0,8,"[18.8, 32.1, 49.1, 53.2, 77.3, 102.4, 108.1, 119.1]",0,79,FALSE,FALSE,8,11,10,Hub,Mid,Level 3,6,Fast,Excellent,FALSE,Great shooting,46
114,1114,Mid,4,"[2.3, 2.9, 4.6, 4.7]",0,86,,,TRUE,FALSE,0,9,"[16.4, 24.7, 27.1, 44.7, 58.2, 73.9, 88.3, 99.8, 112.6]",0,75,TRUE,TRUE,3,5,3,Hub,Trench,Level 3,7,Fast,Excellent,FALSE,Excellent pathing,43
114,1323,Mid,2,"[2.2, 3.3]",0,76,,,FALSE,TRUE,0,16,"[20.7, 25.0, 46.2, 47.0, 49.9, 51.1, 54.1, 55.1, 67.3, 70.0, 71.8, 74.0, 82.2, 103.0, 107.5, 116.5]",0,82,FALSE,FALSE,8,7,7,Hub,Trench,None,0,Medium,Good,FALSE,Slow aim but accurate,38
114,3476,Right,3,"[3.6, 3.8, 4.1]",0,82,,,TRUE,FALSE,0,16,"[13.0, 16.7, 21.8, 25.4, 25.5, 35.9, 39.2, 55.5, 74.1, 82.8, 87.6, 91.2, 96.1, 102.9, 106.4, 107.6]",0,74,TRUE,FALSE,1,3,14,Hub,Mid,Level 2,4,Medium,Good,FALSE,Great defense evasion,44
114,1114,Mid,3,"[2.5, 3.5, 4.0]",0,86,,,TRUE,FALSE,0,16,"[12.7, 31.6, 54.7, 55.4, 66.5, 66.5, 79.3, 82.0, 89.8, 90.3, 92.9, 93.0, 105.9, 116.6, 117.5, 119.4]",0,75,FALSE,FALSE,5,6,6,Hub,Trench,Level 3,11,Fast,Good,FALSE,Excellent pathing,49
115,1678,Mid,5,"[1.7, 2.6, 2.8, 3.0, 3.6]",0,83,,,FALSE,FALSE,0,12,"[16.2, 17.8, 28.5, 39.7, 43.5, 46.0, 53.6, 62.7, 64.5, 77.7, 80.0, 85.5]",0,79,FALSE,TRUE,8,3,0,Hub,Mid,None,0,Fast,Excellent,FALSE,Missed a few shots,38
115,1114,Mid,6,"[1.5, 1.7, 2.6, 3.4, 3.8, 4.8]",0,82,,,TRUE,TRUE,0,14,"[15.6, 22.9, 30.5, 37.1, 38.5, 46.6, 58.9, 73.8, 77.1, 83.2, 96.8, 102.8, 108.0, 114.6]",0,91,FALSE,TRUE,4,5,11,Hub,Trench,Level 3,5,Medium,Excellent,FALSE,Missed a few shots,35
115,148,Right,2,"[4.4, 4.7]",0,82,,,TRUE,TRUE,0,11,"[13.4, 16.7, 17.6, 36.8, 69.3, 74.7, 83.0, 85.1, 88.5, 108.1, 119.6]",0,85,TRUE,FALSE,2,4,17,Hub,Trench,None,0,Medium,Excellent,FALSE,Excellent pathing,30
115,1678,Mid,4,"[1.0, 2.5, 2.9, 3.2]",0,76,,,FALSE,FALSE,0,15,"[11.6, 16.7, 28.5, 36.7, 44.2, 51.6, 54.8, 55.8, 62.9, 71.3, 91.9, 99.5, 104.3, 117.0, 119.8]",0,93,TRUE,FALSE,5,0,27,Hub,Mid,Level 3,6,Fast,Good,FALSE,Missed a few shots,27
115,118,Right,6,"[1.6, 2.5, 2.6, 3.3, 3.7, 4.6]",0,92,,,TRUE,TRUE,0,9,"[13.3, 16.5, 26.6, 46.5, 80.0, 80.1, 83.1, 85.4, 91.2]",0,72,FALSE,TRUE,8,6,11,Hub,Mid,Level 2,11,Medium,Excellent,FALSE,Missed a few shots,25
115,3476,Left,3,"[1.7, 4.2, 4.8]",0,99,,,TRUE,FALSE,0,14,"[16.6, 23.4, 26.4, 27.8, 37.3, 46.7, 47.9, 79.8, 84.1, 94.8, 100.1, 101.1, 117.0, 118.2]",0,83,TRUE,TRUE,8,13,6,Hub,Trench,Level 3,11,Medium,Good,FALSE,Very consistent,31
116,1690,Left,2,"[2.2, 2.3]",0,86,,,FALSE,FALSE,0,17,"[13.3, 14.0, 23.4, 35.4, 35.9, 36.6, 41.6, 66.5, 67.8, 71.0, 82.4, 89.1, 98.5, 108.5, 109.1, 109.7, 119.8]",0,85,FALSE,TRUE,10,13,11,Hub,Mid,Level 3,10,Fast,Excellent,FALSE,Smooth cycles,31
116,1323,Right,6,"[2.5, 2.5, 3.1, 3.7, 4.5, 4.8]",0,78,,,TRUE,TRUE,0,16,"[24.3, 28.9, 29.7, 42.1, 66.5, 67.0, 72.1, 74.6, 76.6, 81.1, 83.8, 88.0, 100.6, 100.6, 118.9, 119.7]",0,76,TRUE,FALSE,0,13,7,Hub,Mid,Level 2,8,Medium,Good,FALSE,Excellent pathing,35
116,148,Right,4,"[1.2, 2.3, 3.8, 3.9]",0,88,,,TRUE,FALSE,0,8,"[19.3, 31.1, 35.6, 49.5, 81.9, 89.7, 100.1, 114.5]",0,94,FALSE,TRUE,4,1,12,Hub,Trench,Level 3,4,Fast,Good,FALSE,Great defense evasion,45
116,254,Left,4,"[1.7, 2.3, 3.4, 4.6]",0,86,,,FALSE,FALSE,0,16,"[16.6, 23.2, 24.5, 27.2, 40.1, 46.7, 46.7, 54.3, 64.9, 82.1, 86.4, 94.0, 101.6, 102.4, 102.6, 106.4]",0,70,FALSE,FALSE,7,1,1,Hub,Trench,Level 2,6,Fast,Excellent,FALSE,Excellent pathing,35
116,971,Right,3,"[1.7, 3.6, 4.3]",0,89,,,TRUE,FALSE,0,10,"[48.0, 53.8, 56.9, 65.4, 69.5, 70.1, 84.5, 95.2, 103.8, 115.3]",0,87,TRUE,FALSE,10,11,0,Hub,Mid,Level 2,9,Fast,Excellent,FALSE,Fast climb,48
116,2056,Mid,5,"[2.1, 2.2, 2.7, 2.7, 2.8]",0,90,,,FALSE,TRUE,0,10,"[10.8, 21.6, 34.1, 51.5, 55.4, 56.0, 72.9, 92.0, 106.4, 107.1]",0,81,FALSE,TRUE,4,0,21,Hub,Trench,None,0,Medium,Excellent,FALSE,Smooth cycles,30
117,148,Right,2,"[1.5, 2.8]",0,79,,,TRUE,TRUE,0,17,"[10.1, 20.6, 30.6, 47.8, 56.6, 57.4, 78.1, 80.4, 90.9, 94.9, 99.5, 99.6, 102.1, 106.5, 113.5, 113.9, 116.6]",0,72,FALSE,TRUE,6,17,6,Hub,Trench,Level 2,5,Medium,Excellent,FALSE,Slow aim but accurate,34
117,441,Left,2,"[1.5, 3.8]",0,95,,,TRUE,TRUE,0,10,"[32.7, 43.4, 48.6, 66.0, 71.9, 73.4, 80.0, 89.0, 113.8, 119.7]",0,93,TRUE,FALSE,9,2,7,Hub,Mid,Level 2,10,Fast,Excellent,FALSE,Excellent pathing,49
117,604,Left,5,"[1.3, 2.4, 2.5, 2.8, 4.4]",0,94,,,FALSE,TRUE,0,18,"[18.2, 20.9, 22.0, 26.4, 30.9, 40.6, 43.2, 48.4, 51.6, 59.1, 62.6, 71.3, 78.4, 80.6, 97.3, 97.6, 107.1, 111.7]",0,94,FALSE,TRUE,0,10,3,Hub,Trench,Level 2,9,Fast,Excellent,FALSE,Great shooting,48
117,3476,Right,2,"[2.8, 3.7]",0,82,,,TRUE,TRUE,0,11,"[11.2, 37.2, 49.0, 50.7, 53.6, 92.7, 95.9, 97.7, 99.6, 105.2, 112.8]",0,95,TRUE,TRUE,5,18,22,Hub,Trench,Level 2,7,Medium,Good,FALSE,Excellent pathing,33
117,33,Mid,3,"[3.5, 3.6, 4.6]",0,77,,,TRUE,TRUE,0,10,"[12.6, 18.3, 18.7, 26.9, 30.0, 30.1, 47.3, 61.6, 69.0, 96.2]",0,80,TRUE,TRUE,7,10,20,Hub,Mid,None,0,Medium,Good,FALSE,Missed a few shots,33
117,971,Right,2,"[2.9, 4.5]",0,97,,,FALSE,TRUE,0,18,"[11.3, 11.8, 28.4, 34.0, 34.7, 35.6, 54.2, 66.2, 67.1, 69.2, 93.4, 94.4, 97.9, 98.7, 100.7, 109.0, 115.6, 119.9]",0,76,TRUE,FALSE,4,20,9,Hub,Mid,None,0,Medium,Excellent,FALSE,Great shooting,28
118,1114,Mid,3,"[1.1, 3.1, 3.2]",0,96,,,TRUE,FALSE,0,17,"[17.6, 25.4, 29.5, 39.3, 42.4, 42.7, 45.3, 48.8, 52.3, 55.7, 67.0, 76.1, 80.6, 90.7, 92.2, 97.0, 105.1]",0,76,FALSE,TRUE,10,5,9,Hub,Mid,Level 2,8,Medium,Excellent,FALSE,Great shooting,42
118,254,Right,2,"[3.5, 4.3]",0,90,,,TRUE,FALSE,0,14,"[15.7, 18.4, 20.7, 23.0, 39.1, 43.4, 46.5, 57.9, 63.7, 68.6, 76.7, 93.0, 94.5, 107.3]",0,71,FALSE,FALSE,4,7,13,Hub,Mid,Level 3,4,Fast,Excellent,FALSE,Great defense evasion,29
118,118,Right,2,"[3.8, 4.9]",0,94,,,FALSE,TRUE,0,16,"[15.1, 15.8, 19.2, 36.2, 37.5, 39.0, 41.1, 41.2, 42.7, 55.3, 71.0, 76.4, 80.8, 84.9, 87.1, 107.3]",0,75,FALSE,FALSE,7,8,23,Hub,Mid,None,0,Medium,Excellent,FALSE,Got defended heavily,28
118,4414,Left,2,"[3.5, 4.3]",0,83,,,TRUE,FALSE,0,8,"[22.2, 33.8, 40.2, 65.5, 84.7, 98.3, 106.0, 116.0]",0,86,TRUE,FALSE,6,1,5,Hub,Trench,Level 2,5,Medium,Good,FALSE,Slow aim but accurate,30
118,2056,Right,3,"[4.8, 4.8, 5.0]",0,88,,,TRUE,TRUE,0,10,"[24.9, 25.0, 32.7, 57.2, 61.0, 64.7, 64.8, 76.1, 76.3, 77.2]",0,95,FALSE,FALSE,6,7,25,Hub,Mid,None,0,Fast,Excellent,FALSE,Great defense evasion,30
118,971,Mid,2,"[2.1, 2.1]",0,75,,,FALSE,FALSE,0,11,"[29.4, 35.3, 66.1, 72.4, 79.4, 81.9, 87.1, 89.2, 105.9, 108.6, 114.9]",0,72,FALSE,FALSE,4,7,2,Hub,Trench,Level 2,7,Fast,Excellent,FALSE,Strong defense,47
119,1114,Mid,3,"[2.5, 3.5, 4.4]",0,76,,,TRUE,TRUE,0,11,"[17.0, 29.4, 42.1, 56.8, 61.8, 82.3, 100.9, 103.2, 106.7, 116.0, 118.8]",0,87,TRUE,TRUE,8,1,16,Hub,Trench,Level 2,5,Fast,Good,FALSE,Great shooting,41
119,118,Left,2,"[3.1, 3.8]",0,77,,,FALSE,TRUE,0,11,"[13.2, 22.5, 24.8, 45.8, 57.9, 59.7, 63.4, 85.3, 110.6, 112.1, 116.2]",0,91,FALSE,FALSE,9,9,16,Hub,Mid,Level 3,6,Medium,Good,FALSE,Smooth cycles,40
119,33,Right,6,"[1.2, 2.0, 2.7, 2.9, 4.2, 4.4]",0,100,,,FALSE,FALSE,0,14,"[17.5, 59.5, 65.4, 66.4, 80.6, 81.0, 84.4, 88.3, 88.8, 95.0, 106.3, 114.6, 115.3, 118.8]",0,91,TRUE,TRUE,8,13,28,Hub,Trench,None,0,Medium,Excellent,FALSE,Fast climb,36
119,971,Mid,3,"[2.3, 4.8, 4.9]",0,97,,,FALSE,TRUE,0,10,"[15.5, 34.6, 39.0, 45.0, 55.3, 68.6, 82.6, 99.6, 102.2, 102.3]",0,70,FALSE,TRUE,1,17,19,Hub,Trench,None,0,Fast,Excellent,FALSE,Great shooting,42
119,33,Left,6,"[1.6, 1.8, 2.8, 3.2, 3.2, 4.0]",0,97,,,FALSE,FALSE,0,15,"[13.4, 15.5, 17.0, 44.4, 50.7, 57.7, 70.4, 88.1, 91.8, 93.5, 101.9, 106.4, 115.0, 116.0, 117.8]",0,86,TRUE,FALSE,10,16,13,Hub,Trench,Level 2,10,Medium,Good,FALSE,Fast climb,40
119,441,Left,4,"[2.0, 3.4, 3.5, 3.6]",0,87,,,TRUE,FALSE,0,10,"[25.7, 61.0, 65.8, 81.8, 89.0, 100.6, 106.9, 109.1, 109.7, 115.1]",0,93,TRUE,TRUE,0,9,6,Hub,Trench,Level 3,4,Fast,Good,FALSE,Great defense evasion,29
120,604,Left,4,"[1.3, 2.1, 2.6, 3.8]",0,90,,,FALSE,FALSE,0,16,"[10.1, 17.9, 21.6, 24.7, 27.2, 39.2, 59.6, 64.4, 71.7, 71.8, 81.0, 98.0, 99.4, 99.4, 109.2, 114.4]",0,88,TRUE,FALSE,3,17,28,Hub,Mid,Level 2,8,Medium,Excellent,FALSE,Excellent pathing,44
120,441,Left,4,"[1.3, 1.4, 3.1, 3.9]",0,75,,,TRUE,TRUE,0,16,"[11.6, 14.7, 18.9, 20.0, 21.2, 34.2, 35.0, 48.3, 63.7, 69.9, 83.0, 97.0, 101.9, 106.6, 113.5, 117.5]",0,77,TRUE,TRUE,10,12,18,Hub,Trench,Level 2,8,Fast,Good,FALSE,Slow aim but accurate,34
120,604,Mid,3,"[2.0, 2.3, 4.7]",0,91,,,TRUE,TRUE,0,12,"[19.4, 44.6, 53.8, 67.2, 72.2, 75.6, 85.5, 88.2, 94.7, 96.6, 108.1, 118.4]",0,76,FALSE,FALSE,10,7,18,Hub,Trench,None,0,Fast,Good,FALSE,Slow aim but accurate,33
120,148,Mid,4,"[2.5, 3.3, 4.0, 4.1]",0,90,,,FALSE,TRUE,0,17,"[14.3, 20.3, 23.4, 46.2, 56.5, 57.7, 59.4, 68.4, 79.6, 86.6, 87.3, 92.8, 95.9, 105.4, 116.7, 116.8, 119.3]",0,72,FALSE,FALSE,4,2,14,Hub,Trench,None,0,Medium,Excellent,FALSE,Great defense evasion,25
120,118,Right,3,"[1.4, 2.2, 2.6]",0,98,,,FALSE,TRUE,0,10,"[19.2, 40.6, 44.0, 44.2, 48.7, 69.4, 72.1, 74.7, 77.6, 93.4]",0,88,TRUE,FALSE,2,18,26,Hub,Mid,None,0,Fast,Excellent,FALSE,Fast climb,41
120,1619,Left,5,"[1.0, 1.2, 2.1, 3.1, 3.8]",0,95,,,FALSE,TRUE,0,17,"[15.6, 18.7, 27.1, 31.7, 35.3, 42.5, 45.6, 50.3, 57.2, 57.9, 71.3, 84.8, 89.9, 99.7, 108.5, 117.1, 119.0]",0,74,FALSE,TRUE,1,13,9,Hub,Mid,Level 2,9,Medium,Good,FALSE,Very consistent,38
121,971,Left,4,"[1.7, 2.8, 3.1, 3.6]",0,92,,,FALSE,FALSE,0,18,"[14.0, 19.5, 19.8, 20.0, 23.9, 41.0, 56.2, 58.9, 65.4, 75.3, 79.7, 81.4, 89.7, 90.3, 93.6, 97.2, 100.0, 115.5]",0,80,FALSE,FALSE,2,3,15,Hub,Mid,None,0,Fast,Excellent,FALSE,Smooth cycles,32
121,441,Left,4,"[2.1, 2.6, 3.3, 4.6]",0,91,,,FALSE,TRUE,0,17,"[10.7, 12.4, 13.6, 21.1, 23.6, 25.9, 27.1, 51.2, 53.4, 55.1, 56.3, 57.4, 60.5, 62.6, 66.7, 106.6, 118.0]",0,87,FALSE,FALSE,10,18,30,Hub,Trench,Level 2,8,Fast,Excellent,FALSE,Missed a few shots,44
121,1690,Left,5,"[1.7, 2.9, 3.1, 3.4, 4.1]",0,96,,,FALSE,FALSE,0,15,"[20.2, 23.7, 26.9, 43.1, 54.1, 55.3, 56.0, 59.0, 72.2, 74.3, 78.6, 85.4, 102.7, 111.8, 118.8]",0,72,TRUE,FALSE,2,0,5,Hub,Mid,Level 2,9,Medium,Good,FALSE,Excellent pathing,42
121,971,Mid,5,"[2.0, 2.6, 2.8, 3.2, 3.2]",0,81,,,TRUE,TRUE,0,8,"[16.2, 21.1, 45.6, 65.5, 82.4, 83.1, 102.4, 117.5]",0,80,TRUE,FALSE,8,0,19,Hub,Mid,Level 3,6,Medium,Excellent,FALSE,Slow aim but accurate,34
121,441,Left,2,"[2.3, 3.6]",0,85,,,FALSE,FALSE,0,13,"[17.8, 23.7, 35.7, 38.0, 53.9, 54.8, 75.1, 75.9, 88.2, 91.8, 100.9, 103.3, 104.5]",0,75,TRUE,TRUE,4,1,28,Hub,Mid,None,0,Fast,Excellent,FALSE,Got defended heavily,48
121,148,Left,3,"[2.3, 3.5, 4.4]",0,79,,,TRUE,TRUE,0,11,"[30.2, 34.0, 35.1, 39.8, 64.7, 67.3, 72.6, 99.9, 107.1, 107.9, 114.8]",0,79,TRUE,FALSE,9,11,24,Hub,Trench,None,0,Fast,Good,FALSE,Slow aim but accurate,50
122,254,Mid,6,"[1.4, 2.5, 3.2, 3.7, 4.7, 4.7]",0,98,,,TRUE,FALSE,0,16,"[12.0, 22.6, 29.2, 34.5, 35.3, 46.2, 56.1, 59.1, 61.6, 88.2, 91.2, 93.2, 95.0, 97.9, 107.4, 119.7]",0,94,TRUE,FALSE,1,7,13,Hub,Trench,Level 2,4,Medium,Good,FALSE,Strong defense,44
122,604,Left,5,"[1.4, 2.8, 3.0, 3.1, 3.4]",0,97,,,TRUE,FALSE,0,17,"[11.0, 13.0, 27.4, 33.0, 39.9, 41.6, 56.6, 60.2, 61.8, 62.5, 69.6, 73.2, 78.3, 84.3, 94.6, 110.3, 117.1]",0,95,TRUE,TRUE,10,7,3,Hub,Trench,Level 3,5,Medium,Excellent,FALSE,Great defense evasion,35
122,4414,Left,2,"[1.2, 2.1]",0,79,,,FALSE,FALSE,0,17,"[10.3, 11.9, 12.2, 17.4, 40.6, 54.4, 60.1, 84.0, 88.1, 96.1, 96.8, 100.8, 102.1, 103.4, 104.8, 109.9, 119.3]",0,84,FALSE,FALSE,3,16,18,Hub,Mid,None,0,Fast,Excellent,FALSE,Missed a few shots,50
122,1690,Right,4,"[2.0, 3.6, 4.5, 5.0]",0,85,,,TRUE,TRUE,0,16,"[19.4, 24.0, 48.0, 49.0, 49.3, 57.3, 60.4, 70.3, 80.4, 91.3, 91.5, 93.4, 94.0, 110.0, 111.5, 118.9]",0,70,TRUE,FALSE,5,9,26,Hub,Mid,None,0,Medium,Good,FALSE,Excellent pathing,48
122,1690,Mid,5,"[2.4, 3.3, 3.3, 4.1, 4.8]",0,91,,,TRUE,TRUE,0,15,"[21.7, 24.9, 38.0, 40.6, 48.0, 50.3, 62.7, 64.1, 68.0, 72.0, 94.4, 98.6, 111.0, 116.9, 118.2]",0,94,FALSE,FALSE,9,0,30,Hub,Mid,None,0,Fast,Good,FALSE,Fast climb,42
122,1323,Right,5,"[1.7, 2.2, 2.3, 3.5, 3.8]",0,100,,,TRUE,FALSE,0,11,"[12.0, 18.5, 19.5, 25.3, 49.1, 62.0, 63.7, 80.0, 84.6, 111.9, 116.5]",0,71,FALSE,FALSE,4,17,2,Hub,Mid,Level 2,8,Fast,Excellent,FALSE,Strong defense,29
123,1619,Mid,3,"[1.7, 4.1, 4.4]",0,86,,,TRUE,TRUE,0,17,"[13.2, 23.9, 24.7, 42.9, 48.2, 54.1, 63.6, 66.8, 67.6, 73.0, 76.0, 81.1, 85.1, 88.4, 104.1, 104.4, 114.8]",0,78,TRUE,TRUE,2,0,0,Hub,Trench,Level 2,6,Fast,Good,FALSE,Missed a few shots,43
123,971,Right,6,"[1.3, 1.6, 2.0, 2.1, 2.4, 2.6]",0,98,,,FALSE,TRUE,0,9,"[25.1, 36.9, 52.2, 71.3, 75.4, 77.9, 84.9, 110.0, 119.4]",0,74,FALSE,FALSE,8,5,19,Hub,Mid,None,0,Fast,Good,FALSE,Great shooting,44
123,604,Left,5,"[3.3, 3.5, 4.2, 4.5, 4.9]",0,98,,,FALSE,FALSE,0,12,"[15.7, 44.6, 65.1, 65.2, 76.0, 77.8, 85.9, 99.5, 101.4, 113.0, 113.5, 118.7]",0,74,FALSE,TRUE,5,12,14,Hub,Trench,Level 2,7,Fast,Excellent,FALSE,Excellent pathing,48
123,1619,Mid,5,"[1.2, 2.9, 3.1, 3.5, 4.5]",0,91,,,TRUE,TRUE,0,9,"[50.8, 60.5, 76.1, 79.6, 110.6, 114.0, 115.9, 117.0, 117.1]",0,71,TRUE,FALSE,3,2,7,Hub,Mid,None,0,Medium,Good,FALSE,Missed a few shots,40
123,118,Left,5,"[1.4, 2.3, 4.1, 4.4, 5.0]",0,80,,,FALSE,TRUE,0,14,"[11.2, 29.8, 45.1, 49.6, 60.0, 61.8, 75.5, 96.6, 100.1, 106.1, 107.6, 112.4, 112.7, 115.7]",0,89,FALSE,FALSE,6,13,8,Hub,Trench,Level 3,8,Medium,Good,FALSE,Very consistent,32
123,1619,Left,3,"[1.2, 3.5, 4.3]",0,82,,,TRUE,TRUE,0,11,"[18.9, 25.2, 27.9, 52.7, 61.1, 63.7, 68.8, 78.5, 81.7, 103.1, 107.3]",0,89,TRUE,TRUE,0,5,18,Hub,Trench,Level 2,5,Medium,Excellent,FALSE,Slow aim but accurate,31
124,971,Left,3,"[1.5, 2.5, 2.8]",0,90,,,TRUE,FALSE,0,9,"[30.1, 36.5, 42.5, 48.0, 63.5, 78.0, 80.4, 115.5, 118.1]",0,74,TRUE,TRUE,9,18,30,Hub,Trench,None,0,Fast,Excellent,FALSE,Missed a few shots,25
